,SO2,NO2,CO,O3,PM10,PM2.5,CO_model,NO2_model,SO2_model,O3_model,PM2.5_model,PM10_model
2021-10-25 05:00:00,0.9,1.9,140.0,61.5,5.0,0.0,300.9999694824219,3.820312261581421,1.6992186307907104,64.49999237060547,1.2617186307907104,2.242187261581421
2021-10-25 06:00:00,0.7,3.1,150.0,64.4,6.0,1.5,303.9999694824219,4.078124523162842,1.7734373807907104,60.87499618530274,1.4414061307907104,2.499999761581421
2021-10-25 07:00:00,0.9,4.5,150.0,65.5,6.9,3.0,303.9999694824219,3.859374761581421,1.8046873807907104,55.12499618530274,1.5312498807907104,2.710937261581421
2021-10-25 08:00:00,1.0,9.2,180.0,63.2,6.9,3.0,303.9999694824219,3.648437261581421,1.8203123807907104,52.24999618530274,1.5585936307907104,2.703124761581421
2021-10-25 09:00:00,1.1,13.8,220.0,61.3,7.9,4.5,300.9999694824219,3.2578122615814213,1.7304686307907104,54.37499618530274,1.4921873807907104,2.468749761581421
2021-10-25 10:00:00,0.9,16.6,200.0,58.3,8.9,6.0,293.9999694824219,2.8281247615814213,1.5078123807907104,57.99999618530274,1.3593748807907104,2.164062261581421
2021-10-25 11:00:00,0.9,14.9,210.0,60.2,8.9,6.0,293.9999694824219,2.8281247615814213,1.4609373807907104,58.74999618530274,1.2773436307907104,1.9687498807907104
2021-10-25 12:00:00,0.8,14.3,200.0,61.4,13.4,7.5,290.9999694824219,2.8281247615814213,1.4335936307907104,60.12499618530274,1.2460936307907104,1.8554686307907104
2021-10-25 13:00:00,0.9,11.4,190.0,66.1,17.9,9.0,290.9999694824219,3.1718747615814213,1.4765623807907104,60.12499618530274,1.3124998807907104,1.8554686307907104
2021-10-25 14:00:00,1.1,17.5,230.0,60.3,17.9,9.0,293.9999694824219,3.906249761581421,1.5664061307907104,59.37499618530274,1.4648436307907104,2.054687261581421
2021-10-25 15:00:00,0.9,16.2,230.0,58.3,16.9,5.5,300.9999694824219,4.421874523162842,1.6718748807907104,57.99999618530274,1.7499998807907104,2.476562261581421
2021-10-25 16:00:00,0.9,14.1,190.0,58.7,15.9,2.0,307.9999694824219,4.640624523162842,1.8359373807907104,56.62499618530274,2.234374761581421,3.1953122615814213
2021-10-25 17:00:00,1.1,17.4,200.0,61.8,15.9,2.0,310.9999694824219,4.328124523162842,1.8359373807907104,55.87499618530274,2.523437261581421,3.648437261581421
2021-10-25 18:00:00,0.8,21.4,250.0,48.1,18.4,0.5,307.9999694824219,3.945312261581421,1.7460936307907104,56.62499618530274,2.523437261581421,3.695312261581421
2021-10-25 19:00:00,0.8,15.6,300.0,50.1,20.8,-1.0,307.9999694824219,3.773437261581421,1.7460936307907104,58.74999618530274,2.562499761581421,3.984374761581421
2021-10-25 20:00:00,1.0,9.4,240.0,54.1,20.8,-1.0,300.9999694824219,3.906249761581421,1.8203123807907104,60.12499618530274,2.624999761581421,4.187499523162842
2021-10-25 21:00:00,0.8,7.5,220.0,50.9,19.3,3.5,293.9999694824219,4.203124523162842,1.9999998807907104,58.74999618530274,2.9374997615814213,4.281249523162842
2021-10-25 22:00:00,1.0,6.4,240.0,51.7,17.9,8.0,293.9999694824219,4.843749523162842,2.359374761581421,52.99999618530274,4.109374523162842,5.359374523162842
2021-10-25 23:00:00,1.0,5.9,250.0,52.7,17.9,8.0,297.9999694824219,5.749999523162843,2.539062261581421,45.12499618530274,5.171874523162842,6.453124523162843
2021-10-26 00:00:00,1.0,5.1,270.0,55.1,17.9,9.0,297.9999694824219,6.343749523162843,2.539062261581421,39.749996185302734,5.484374523162842,6.703124523162843
2021-10-26 01:00:00,1.1,4.7,220.0,61.2,17.9,10.0,307.9999694824219,5.234374523162842,2.359374761581421,50.12499618530274,7.156249523162843,9.124999046325684
2021-10-26 02:00:00,0.8,3.2,200.0,60.8,17.9,10.0,307.9999694824219,4.812499523162842,2.265624761581421,52.99999618530274,8.343749046325684,10.437499046325684
2021-10-26 03:00:00,0.9,5.3,210.0,55.1,15.4,10.0,310.9999694824219,4.468749523162842,2.242187261581421,55.87499618530274,9.687499046325684,11.968749046325685
2021-10-26 04:00:00,0.9,3.0,200.0,58.8,12.9,10.0,317.9999694824219,4.765624523162842,2.359374761581421,58.74999618530274,11.187499046325684,13.812499046325685
2021-10-26 05:00:00,1.1,3.3,200.0,58.5,12.9,10.0,320.9999694824219,5.187499523162842,2.414062261581421,61.62499618530274,11.249999046325684,14.124999046325685
2021-10-26 06:00:00,0.8,4.5,200.0,56.3,12.9,10.0,317.9999694824219,5.187499523162842,2.414062261581421,62.99999618530274,9.906249046325684,12.718749046325685
2021-10-26 07:00:00,0.8,9.1,210.0,50.5,12.9,10.0,307.9999694824219,4.671874523162842,2.328124761581421,65.24999237060547,8.093749046325684,10.593749046325684
2021-10-26 08:00:00,0.8,25.2,240.0,38.1,12.9,10.0,293.9999694824219,4.124999523162842,2.265624761581421,68.74999237060547,6.765624523162843,8.718749046325684
2021-10-26 09:00:00,1.0,35.2,310.0,29.5,16.4,9.0,280.99996948242193,3.5156247615814213,2.062499761581421,70.99999237060547,6.265624523162843,7.765624523162843
2021-10-26 10:00:00,0.9,25.2,250.0,38.0,19.8,8.0,273.99996948242193,2.9140622615814213,1.8046873807907104,72.24999237060547,6.187499523162843,7.374999523162843
2021-10-26 11:00:00,0.9,21.4,230.0,42.8,19.8,8.0,273.99996948242193,2.9609372615814213,1.8203123807907104,73.74999237060547,6.281249523162843,7.437499523162843
2021-10-26 12:00:00,1.0,17.1,250.0,47.0,22.3,6.0,270.99996948242193,3.0468747615814213,1.8203123807907104,76.74999237060547,5.390624523162842,6.468749523162843
2021-10-26 13:00:00,1.0,13.3,210.0,50.7,24.8,4.0,270.99996948242193,3.4765622615814213,1.8515623807907104,75.99999237060547,4.968749523162842,6.015624523162843
2021-10-26 14:00:00,1.0,16.9,210.0,47.9,24.8,4.0,273.99996948242193,4.421874523162842,1.9374998807907104,70.24999237060547,5.531249523162842,6.718749523162843
2021-10-26 15:00:00,1.1,17.2,200.0,46.8,22.8,1.5,283.9999694824219,5.156249523162842,2.062499761581421,63.74999618530274,6.906249523162843,8.249999046325684
2021-10-26 16:00:00,1.0,21.0,220.0,41.2,20.8,-1.0,290.9999694824219,5.234374523162842,2.117187261581421,61.62499618530274,7.609374523162843,9.031249046325684
2021-10-26 17:00:00,1.0,21.7,240.0,38.8,20.8,-1.0,287.9999694824219,4.546874523162842,1.9999998807907104,62.24999618530274,6.906249523162843,8.218749046325684
2021-10-26 18:00:00,1.2,20.9,260.0,37.5,21.8,0.0,283.9999694824219,3.945312261581421,1.8789061307907104,60.12499618530274,6.890624523162843,7.984374523162843
2021-10-26 19:00:00,0.9,19.2,260.0,35.9,22.8,1.0,290.9999694824219,3.859374761581421,1.8632811307907104,55.12499618530274,7.984374523162843,8.906249046325684
2021-10-26 20:00:00,0.8,13.8,250.0,42.2,22.8,1.0,293.9999694824219,4.078124523162842,1.8789061307907104,48.74999618530274,9.124999046325684,9.874999046325684
2021-10-26 21:00:00,0.8,9.2,230.0,42.6,16.4,3.5,287.9999694824219,3.773437261581421,1.7148436307907104,47.99999618530274,8.687499046325684,9.156249046325684
2021-10-26 22:00:00,0.8,7.9,240.0,39.6,9.9,6.0,280.99996948242193,3.3906247615814213,1.5820311307907104,51.49999618530274,7.843749523162843,8.156249046325684
2021-10-26 23:00:00,0.7,6.7,290.0,40.5,9.9,6.0,283.9999694824219,3.4765622615814213,1.5507811307907104,50.12499618530274,7.499999523162843,7.796874523162843
2021-10-27 00:00:00,0.7,4.2,200.0,48.7,9.4,6.0,290.9999694824219,4.078124523162842,1.5664061307907104,41.499996185302734,7.437499523162843,7.734374523162843
2021-10-27 01:00:00,0.8,3.8,170.0,53.4,8.9,6.0,273.99996948242193,4.593749523162842,2.179687261581421,51.49999618530274,2.132812261581421,3.4765622615814213
2021-10-27 02:00:00,0.9,2.1,160.0,55.3,8.9,6.0,277.99996948242193,4.937499523162842,2.390624761581421,51.49999618530274,2.328124761581421,3.945312261581421
2021-10-27 03:00:00,0.6,4.5,150.0,51.0,7.4,3.0,283.9999694824219,5.109374523162842,2.476562261581421,50.87499618530274,2.406249761581421,4.203124523162842
2021-10-27 04:00:00,0.8,2.7,150.0,54.1,6.0,0.0,297.9999694824219,5.921874523162843,2.656249761581421,49.37499618530274,2.8749997615814213,4.968749523162842
2021-10-27 05:00:00,0.8,2.2,140.0,56.7,6.0,0.0,307.9999694824219,6.953124523162843,2.742187261581421,47.24999618530274,3.1171872615814213,5.437499523162842
2021-10-27 06:00:00,0.9,3.6,140.0,54.5,6.0,-0.5,310.9999694824219,7.124999523162843,2.742187261581421,45.49999618530274,3.0156247615814213,5.374999523162842
2021-10-27 07:00:00,0.9,7.2,150.0,53.1,6.0,-3.0,307.9999694824219,6.437499523162843,2.742187261581421,45.49999618530274,2.718749761581421,5.015624523162842
2021-10-27 08:00:00,0.6,15.6,160.0,45.5,6.0,-3.0,297.9999694824219,5.156249523162842,2.570312261581421,47.99999618530274,2.210937261581421,4.281249523162842
2021-10-27 09:00:00,1.1,31.1,190.0,28.4,6.9,2.0,283.9999694824219,3.859374761581421,2.117187261581421,53.74999618530274,1.7070311307907104,3.4687497615814213
2021-10-27 10:00:00,0.9,25.7,190.0,33.6,7.9,5.0,277.99996948242193,2.9140622615814213,1.5351561307907104,59.37499618530274,1.3710936307907104,2.8749997615814213
2021-10-27 11:00:00,0.9,23.2,190.0,35.6,7.9,5.0,277.99996948242193,2.9140622615814213,1.4609373807907104,62.24999618530274,1.3749998807907104,2.8359372615814213
2021-10-27 12:00:00,0.7,20.0,200.0,40.1,8.9,3.0,280.99996948242193,3.4296872615814213,1.6406248807907104,62.99999618530274,1.5195311307907104,3.1171872615814213
2021-10-27 13:00:00,0.7,15.2,170.0,49.1,9.9,1.0,277.99996948242193,3.3906247615814213,1.4921873807907104,62.99999618530274,1.4374998807907104,2.468749761581421
2021-10-27 14:00:00,0.8,15.4,160.0,52.2,9.9,1.0,273.99996948242193,3.1718747615814213,1.2070311307907104,62.99999618530274,1.2382811307907104,1.8320311307907104
2021-10-27 15:00:00,0.7,19.4,180.0,49.8,15.4,1.5,270.99996948242193,3.3046872615814213,1.1054686307907104,62.24999618530274,1.3164061307907104,1.8164061307907104
2021-10-27 16:00:00,0.9,26.9,230.0,40.4,20.8,2.0,273.99996948242193,3.4296872615814213,1.1210936307907104,58.74999618530274,1.7070311307907104,2.257812261581421
2021-10-27 17:00:00,0.8,20.5,170.0,46.8,20.8,2.0,277.99996948242193,3.648437261581421,1.1328123807907104,57.99999618530274,2.140624761581421,2.749999761581421
2021-10-27 18:00:00,0.8,11.4,160.0,56.2,14.9,0.5,270.99996948242193,3.3437497615814213,1.1328123807907104,61.62499618530274,2.234374761581421,2.8203122615814213
2021-10-27 19:00:00,0.5,7.5,180.0,56.4,8.9,-1.0,263.99996948242193,2.9609372615814213,1.1484373807907104,64.49999237060547,2.289062261581421,2.9609372615814213
2021-10-27 20:00:00,0.7,10.5,240.0,49.6,8.9,-1.0,257.99996948242193,2.742187261581421,1.1054686307907104,65.24999237060547,2.296874761581421,3.0781247615814213
2021-10-27 21:00:00,0.8,6.4,180.0,46.2,7.9,-1.0,250.4999847412109,2.507812261581421,1.0312498807907104,65.24999237060547,2.195312261581421,3.0078122615814213
2021-10-27 22:00:00,0.8,4.8,150.0,45.8,6.9,-1.0,250.4999847412109,2.296874761581421,1.0156248807907104,65.24999237060547,2.328124761581421,3.3281247615814213
2021-10-27 23:00:00,0.9,4.3,140.0,50.8,6.9,-1.0,250.4999847412109,2.210937261581421,1.0468748807907104,64.49999237060547,2.515624761581421,3.734374761581421
2021-10-28 00:00:00,0.6,2.5,150.0,58.4,5.5,1.5,253.9999847412109,2.249999761581421,1.0468748807907104,62.24999618530274,2.749999761581421,4.265624523162842
2021-10-28 01:00:00,0.7,1.1,140.0,60.3,4.0,4.0,257.99996948242193,2.9999997615814213,1.5976561307907104,65.24999237060547,2.249999761581421,2.9140622615814213
2021-10-28 02:00:00,0.7,1.5,150.0,58.7,4.0,4.0,257.99996948242193,3.6015622615814213,1.9101561307907104,63.74999618530274,2.468749761581421,3.3281247615814213
2021-10-28 03:00:00,0.8,3.8,150.0,53.8,3.0,2.5,260.99996948242193,4.296874523162842,2.210937261581421,62.99999618530274,2.656249761581421,3.726562261581421
2021-10-28 04:00:00,0.7,7.1,150.0,47.0,2.0,1.0,273.99996948242193,5.921874523162843,2.687499761581421,60.87499618530274,3.2890622615814213,4.937499523162842
2021-10-28 05:00:00,0.8,3.8,140.0,50.8,2.0,1.0,287.9999694824219,7.968749523162843,3.0156247615814213,58.74999618530274,3.874999761581421,6.124999523162843
2021-10-28 06:00:00,0.6,8.9,140.0,43.2,2.0,0.5,293.9999694824219,8.937499046325684,3.1640622615814213,56.62499618530274,4.140624523162842,6.812499523162843
2021-10-28 07:00:00,0.9,22.8,170.0,24.3,2.0,0.0,297.9999694824219,9.093749046325684,3.4296872615814213,54.37499618530274,4.281249523162842,7.218749523162843
2021-10-28 08:00:00,1.2,37.8,220.0,14.1,2.0,0.0,290.9999694824219,8.843749046325684,3.640624761581421,53.74999618530274,4.062499523162842,7.109374523162843
2021-10-28 09:00:00,1.9,51.9,300.0,4.1,3.5,0.0,280.99996948242193,8.593749046325684,3.874999761581421,53.74999618530274,3.789062261581421,6.890624523162843
2021-10-28 10:00:00,2.0,44.0,320.0,5.4,5.0,0.0,273.99996948242193,7.890624523162843,3.726562261581421,52.99999618530274,3.5468747615814213,6.499999523162843
2021-10-28 11:00:00,1.3,29.8,210.0,12.8,5.0,0.0,280.99996948242193,9.187499046325684,4.656249523162842,50.87499618530274,3.765624761581421,6.624999523162843
2021-10-28 12:00:00,1.1,27.2,200.0,17.0,6.9,0.0,293.9999694824219,11.843749046325685,6.437499523162843,47.24999618530274,4.296874523162842,7.078124523162843
2021-10-28 13:00:00,1.0,26.1,180.0,25.9,8.9,0.0,383.9999694824219,22.62499809265137,8.718749046325684,25.74999809265137,8.812499046325684,13.312499046325685
2021-10-28 14:00:00,1.4,28.0,180.0,21.0,8.9,0.0,494.9999694824219,31.24999809265137,8.468749046325684,5.062499523162842,14.906249046325685,21.937498092651367
2021-10-28 15:00:00,1.2,28.7,170.0,23.7,15.4,0.5,515.9999389648439,25.74999809265137,6.499999523162843,0.5644530653953552,15.999999046325685,24.43749809265137
2021-10-28 16:00:00,0.9,23.7,160.0,27.3,21.8,1.0,473.9999694824219,18.374998092651367,5.187499523162842,0.8164061903953552,13.968749046325685,22.374998092651367
2021-10-28 17:00:00,1.2,22.3,180.0,28.8,21.8,1.0,433.9999694824219,15.093749046325685,4.484374523162842,1.7226561307907104,12.062499046325685,20.062498092651367
2021-10-28 18:00:00,1.0,19.6,170.0,30.6,18.4,5.5,373.9999694824219,13.718749046325685,3.937499761581421,4.031249523162842,9.499999046325684,16.249998092651367
2021-10-28 19:00:00,0.8,11.2,160.0,34.3,14.9,10.0,303.9999694824219,11.156249046325684,3.4296872615814213,18.812498092651367,5.812499523162843,10.031249046325684
2021-10-28 20:00:00,0.9,13.0,280.0,35.1,14.9,10.0,280.99996948242193,9.281249046325684,3.0156247615814213,23.99999809265137,4.593749523162842,7.781249523162843
2021-10-28 21:00:00,1.0,9.1,210.0,39.7,9.4,6.0,260.99996948242193,7.968749523162843,2.624999761581421,25.06249809265137,3.734374761581421,5.828124523162843
2021-10-28 22:00:00,0.9,7.8,190.0,45.1,4.0,2.0,253.9999847412109,6.343749523162843,2.062499761581421,25.74999809265137,3.1796872615814213,4.453124523162842
2021-10-28 23:00:00,0.9,4.9,160.0,54.5,4.0,2.0,250.4999847412109,5.578124523162842,1.9101561307907104,22.187498092651367,2.8437497615814213,3.718749761581421
2021-10-29 00:00:00,0.9,3.9,150.0,55.3,4.5,2.5,253.9999847412109,5.062499523162842,1.8789061307907104,17.749998092651367,2.695312261581421,3.3515622615814213
2021-10-29 01:00:00,0.9,2.9,180.0,57.1,5.0,3.0,250.4999847412109,3.820312261581421,1.7617186307907104,43.749996185302734,2.054687261581421,4.765624523162842
2021-10-29 02:00:00,1.0,1.5,150.0,57.7,5.0,3.0,253.9999847412109,3.687499761581421,1.6992186307907104,45.87499618530274,2.054687261581421,4.296874523162842
2021-10-29 03:00:00,0.8,1.7,140.0,55.6,5.5,1.5,253.9999847412109,3.4296872615814213,1.6093748807907104,47.99999618530274,2.320312261581421,4.078124523162842
2021-10-29 04:00:00,0.8,1.6,140.0,54.2,6.0,0.0,267.99996948242193,3.773437261581421,1.6874998807907104,48.74999618530274,2.9140622615814213,4.640624523162842
2021-10-29 05:00:00,0.8,1.6,140.0,55.4,6.0,0.0,277.99996948242193,4.468749523162842,1.6874998807907104,45.87499618530274,3.5937497615814213,5.546874523162842
2021-10-29 06:00:00,0.6,2.4,140.0,55.2,6.9,-0.5,280.99996948242193,4.812499523162842,1.6874998807907104,42.249996185302734,4.078124523162842,6.703124523162843
2021-10-29 07:00:00,0.9,4.7,150.0,53.1,7.9,-1.0,280.99996948242193,4.593749523162842,1.6562498807907104,42.624996185302734,3.882812261581421,7.718749523162843
2021-10-29 08:00:00,0.8,8.2,170.0,49.7,7.9,-1.0,273.99996948242193,4.249999523162842,1.5507811307907104,44.749996185302734,3.1328122615814213,7.781249523162843
2021-10-29 09:00:00,1.0,16.7,180.0,42.9,8.9,7.0,267.99996948242193,3.859374761581421,1.4023436307907104,47.99999618530274,2.726562261581421,7.062499523162843
2021-10-29 10:00:00,1.1,17.9,190.0,42.1,9.9,15.0,260.99996948242193,3.3046872615814213,1.1953123807907104,53.74999618530274,2.257812261581421,6.812499523162843
2021-10-29 11:00:00,0.9,15.0,190.0,45.3,9.9,15.0,257.99996948242193,3.1328122615814213,1.1796873807907104,61.62499618530274,1.8515623807907104,7.234374523162843
2021-10-29 12:00:00,1.1,10.4,180.0,52.9,13.4,7.5,257.99996948242193,3.3046872615814213,1.2382811307907104,67.24999237060547,2.335937261581421,8.093749046325684
2021-10-29 13:00:00,1.3,9.0,180.0,52.3,16.9,0.0,267.99996948242193,3.773437261581421,1.3710936307907104,65.99999237060547,4.265624523162842,8.281249046325684
2021-10-29 14:00:00,1.3,11.3,180.0,49.3,16.9,0.0,273.99996948242193,4.468749523162842,1.4609373807907104,58.74999618530274,6.671874523162843,8.562499046325684
2021-10-29 15:00:00,0.9,14.3,180.0,47.7,20.3,2.5,280.99996948242193,4.890624523162842,1.5351561307907104,56.62499618530274,8.156249046325684,9.999999046325684
2021-10-29 16:00:00,1.0,18.9,200.0,43.8,23.8,5.0,277.99996948242193,4.421874523162842,1.6406248807907104,62.24999618530274,7.390624523162843,12.312499046325685
2021-10-29 17:00:00,1.0,14.4,200.0,42.8,23.8,5.0,273.99996948242193,3.734374761581421,1.8046873807907104,67.24999237060547,6.687499523162843,14.656249046325685
2021-10-29 18:00:00,1.1,13.7,210.0,41.4,26.8,7.5,270.99996948242193,3.4765622615814213,1.6992186307907104,67.99999237060547,7.374999523162843,16.187498092651367
2021-10-29 19:00:00,1.3,13.9,230.0,38.5,29.8,10.0,273.99996948242193,3.648437261581421,1.7460936307907104,65.24999237060547,8.718749046325684,15.749999046325685
2021-10-29 20:00:00,1.4,10.7,240.0,45.8,29.8,10.0,277.99996948242193,3.906249761581421,1.8632811307907104,62.24999618530274,10.312499046325684,13.593749046325685
2021-10-29 21:00:00,1.2,9.3,240.0,50.8,27.3,11.0,273.99996948242193,3.859374761581421,1.9687498807907104,61.62499618530274,11.874999046325685,11.249999046325684
2021-10-29 22:00:00,1.3,8.1,240.0,50.4,24.8,12.0,273.99996948242193,3.648437261581421,2.062499761581421,62.24999618530274,13.531249046325685,10.312499046325684
2021-10-29 23:00:00,1.3,8.2,240.0,48.5,24.8,12.0,277.99996948242193,4.203124523162842,2.179687261581421,61.62499618530274,14.218749046325685,10.687499046325684
2021-10-30 00:00:00,1.2,6.7,270.0,48.8,23.3,13.0,277.99996948242193,4.937499523162842,2.296874761581421,58.74999618530274,14.156249046325685,11.999999046325685
2021-10-30 01:00:00,1.0,8.0,270.0,46.7,21.8,14.0,273.99996948242193,3.984374761581421,1.7304686307907104,61.62499618530274,12.562499046325685,30.62499809265137
2021-10-30 02:00:00,1.1,5.5,250.0,54.1,21.8,14.0,277.99996948242193,4.156249523162842,1.7460936307907104,59.37499618530274,14.218749046325685,29.68749809265137
2021-10-30 03:00:00,1.4,4.3,250.0,64.7,23.3,21.5,277.99996948242193,3.859374761581421,1.6718748807907104,59.37499618530274,16.312498092651367,29.18749809265137
2021-10-30 04:00:00,1.3,4.0,250.0,67.1,24.8,29.0,283.9999694824219,3.906249761581421,1.7617186307907104,61.62499618530274,18.374998092651367,29.62499809265137
2021-10-30 05:00:00,1.2,3.8,250.0,67.7,24.8,29.0,287.9999694824219,4.249999523162842,1.8789061307907104,63.74999618530274,18.312498092651367,29.68749809265137
2021-10-30 06:00:00,1.4,4.7,270.0,65.0,27.3,22.0,287.9999694824219,4.421874523162842,2.031249761581421,64.49999237060547,17.062498092651367,29.18749809265137
2021-10-30 07:00:00,1.2,5.5,270.0,63.1,29.8,15.0,283.9999694824219,4.203124523162842,2.093749761581421,62.99999618530274,15.874999046325685,28.74999809265137
2021-10-30 08:00:00,1.3,9.2,260.0,59.2,29.8,15.0,277.99996948242193,3.820312261581421,2.093749761581421,61.62499618530274,14.937499046325685,28.62499809265137
2021-10-30 09:00:00,1.5,16.5,290.0,50.3,30.3,16.5,273.99996948242193,3.3437497615814213,2.093749761581421,60.87499618530274,13.968749046325685,27.49999809265137
2021-10-30 10:00:00,1.2,13.0,280.0,49.1,30.8,18.0,270.99996948242193,2.9999997615814213,2.148437261581421,63.74999618530274,12.749999046325685,24.87499809265137
2021-10-30 11:00:00,1.5,15.9,290.0,45.2,30.8,18.0,267.99996948242193,3.0859372615814213,2.148437261581421,62.99999618530274,11.968749046325685,21.624998092651367
2021-10-30 12:00:00,1.3,15.6,280.0,41.2,35.2,22.5,267.99996948242193,3.3437497615814213,2.179687261581421,62.99999618530274,11.124999046325684,18.999998092651367
2021-10-30 13:00:00,1.3,12.0,280.0,45.2,39.7,27.0,267.99996948242193,3.984374761581421,2.210937261581421,62.24999618530274,10.937499046325684,17.687498092651367
2021-10-30 14:00:00,1.7,13.5,290.0,47.2,39.7,27.0,270.99996948242193,4.890624523162842,2.062499761581421,58.74999618530274,11.718749046325685,17.249998092651367
2021-10-30 15:00:00,1.6,16.8,290.0,46.1,39.2,22.5,273.99996948242193,5.484374523162842,1.9101561307907104,55.87499618530274,12.843749046325685,16.937498092651367
2021-10-30 16:00:00,1.5,12.5,280.0,46.8,38.7,18.0,280.99996948242193,5.999999523162843,1.9374998807907104,52.99999618530274,13.968749046325685,16.562498092651367
2021-10-30 17:00:00,1.5,12.8,270.0,40.6,38.7,18.0,283.9999694824219,6.171874523162843,1.8945311307907104,52.24999618530274,14.562499046325685,15.812499046325685
2021-10-30 18:00:00,1.4,14.2,280.0,35.1,35.7,13.5,280.99996948242193,5.921874523162843,1.7617186307907104,52.24999618530274,14.093749046325685,14.593749046325685
2021-10-30 19:00:00,1.6,14.6,310.0,42.3,32.7,9.0,270.99996948242193,5.359374523162842,1.6249998807907104,51.49999618530274,12.593749046325685,13.093749046325685
2021-10-30 20:00:00,1.6,12.7,320.0,45.3,32.7,9.0,260.99996948242193,4.640624523162842,1.4609373807907104,51.49999618530274,10.687499046325684,11.781249046325685
2021-10-30 21:00:00,1.5,12.2,300.0,44.0,33.2,13.5,253.9999847412109,3.859374761581421,1.2695311307907104,54.37499618530274,9.031249046325684,10.874999046325684
2021-10-30 22:00:00,1.4,11.1,290.0,42.4,33.7,18.0,250.4999847412109,3.4296872615814213,1.1796873807907104,57.24999618530274,8.124999046325684,10.687499046325684
2021-10-30 23:00:00,1.1,7.8,270.0,39.5,33.7,18.0,250.4999847412109,3.5156247615814213,1.1953123807907104,57.24999618530274,7.937499523162843,10.781249046325684
2021-10-31 00:00:00,1.1,7.4,270.0,39.8,31.7,19.0,253.9999847412109,3.648437261581421,1.2539061307907104,55.87499618530274,8.062499046325684,10.843749046325684
2021-10-31 01:00:00,1.2,6.9,270.0,37.3,29.8,20.0,247.4999847412109,3.6015622615814213,1.3867186307907104,44.749996185302734,9.812499046325684,11.187499046325684
2021-10-31 02:00:00,1.1,4.9,250.0,38.1,29.8,20.0,247.4999847412109,3.3437497615814213,1.4335936307907104,45.49999618530274,9.937499046325684,11.531249046325685
2021-10-31 03:00:00,1.1,6.0,250.0,35.9,27.8,19.5,247.4999847412109,3.2578122615814213,1.5078123807907104,45.49999618530274,10.124999046325684,11.749999046325685
2021-10-31 04:00:00,1.0,3.8,250.0,35.1,24.8,18.5,250.4999847412109,3.3906247615814213,1.6406248807907104,45.49999618530274,10.343749046325684,12.249999046325685
2021-10-31 05:00:00,1.0,3.4,240.0,36.5,23.8,18.0,257.99996948242193,3.859374761581421,1.7890623807907104,44.374996185302734,10.874999046325684,13.593749046325685
2021-10-31 06:00:00,1.0,2.7,240.0,37.8,23.8,18.0,267.99996948242193,4.499999523162842,1.9374998807907104,42.999996185302734,11.593749046325685,14.656249046325685
2021-10-31 07:00:00,0.9,3.0,230.0,36.2,24.8,20.0,267.99996948242193,4.499999523162842,1.9374998807907104,41.499996185302734,11.874999046325685,14.624999046325685
2021-10-31 08:00:00,1.0,3.6,230.0,36.3,25.8,22.0,267.99996948242193,3.984374761581421,1.9687498807907104,41.499996185302734,11.968749046325685,14.468749046325685
2021-10-31 09:00:00,0.3,4.0,220.0,38.1,25.8,22.0,267.99996948242193,3.5624997615814213,2.031249761581421,42.624996185302734,12.218749046325685,14.093749046325685
2021-10-31 10:00:00,0.3,5.7,230.0,41.6,25.8,22.5,267.99996948242193,3.3046872615814213,2.117187261581421,45.49999618530274,12.781249046325685,13.781249046325685
2021-10-31 11:00:00,0.3,6.3,240.0,45.6,25.8,23.0,270.99996948242193,3.3437497615814213,2.117187261581421,46.49999618530274,13.156249046325685,13.687499046325685
2021-10-31 12:00:00,0.6,6.7,240.0,47.5,25.8,23.0,270.99996948242193,3.5624997615814213,2.148437261581421,46.49999618530274,13.468749046325685,14.374999046325685
2021-10-31 13:00:00,0.9,7.2,250.0,51.3,27.8,24.0,273.99996948242193,4.156249523162842,2.296874761581421,47.24999618530274,14.062499046325685,15.812499046325685
2021-10-31 14:00:00,0.8,9.6,260.0,53.3,29.8,25.0,280.99996948242193,4.890624523162842,2.414062261581421,47.99999618530274,14.593749046325685,16.937498092651367
2021-10-31 15:00:00,0.9,10.0,270.0,52.9,29.8,25.0,283.9999694824219,5.484374523162842,2.414062261581421,47.99999618530274,15.062499046325685,17.187498092651367
2021-10-31 16:00:00,0.9,10.6,280.0,52.2,31.2,23.5,283.9999694824219,5.828124523162843,2.328124761581421,47.99999618530274,15.156249046325685,17.062498092651367
2021-10-31 17:00:00,1.0,10.3,290.0,53.7,32.7,22.0,287.9999694824219,5.453124523162842,2.148437261581421,47.24999618530274,14.937499046325685,16.874998092651367
2021-10-31 18:00:00,0.9,11.6,330.0,52.5,32.7,22.0,287.9999694824219,5.062499523162842,2.062499761581421,46.49999618530274,15.312499046325685,16.687498092651367
2021-10-31 19:00:00,1.0,9.3,330.0,56.3,32.2,22.0,287.9999694824219,4.718749523162842,1.9999998807907104,48.74999618530274,15.624999046325685,16.187498092651367
2021-10-31 20:00:00,1.0,7.8,280.0,56.5,31.7,22.0,287.9999694824219,4.546874523162842,1.9374998807907104,48.74999618530274,16.124998092651367,15.843749046325685
2021-10-31 21:00:00,0.8,6.5,280.0,54.9,31.7,22.0,283.9999694824219,4.499999523162842,1.7890623807907104,45.87499618530274,16.437498092651367,15.406249046325685
